file_name,gloss,dialect,num_frames,recording_group,group_size,min_diff_to_group
W00355T.mp4,Bra-xin (nước Bra-xin),T,129,RG00045,2,0.249
W00356B.mp4,Bru-nây (nước Bru-nây),B,129,RG00046,1,
W00356N.mp4,Bru-nây (nước Bru-nây),N,205,RG00047,2,0.216
W00356T.mp4,Bru-nây (nước Bru-nây),T,205,RG00047,2,0.216
W00360.mp4,Bun-ga-ri (nước Bun-ga-ri),-,144,RG00048,1,
W00067.mp4,Bà Nà,-,133,RG00049,1,
W00068.mp4,Bà Rịa - Vũng Tàu,-,157,RG00050,1,
W00079.mp4,Bãi biển Vũng Tàu,-,161,RG00051,1,
W00276.mp4,Bình Dương,-,166,RG00052,1,
W00283.mp4,Bình Phước,-,158,RG00053,1,
W00285.mp4,Bình Thuận,-,148,RG00054,1,
W00277.mp4,Bình Định,-,154,RG00055,1,
W00193.mp4,Băng-la-đét (nước Băng-la-đét),-,167,RG00056,1,
W00070.mp4,Bạc Liêu,-,161,RG00057,1,
W00182.mp4,Bắc Giang,-,108,RG00058,1,
W00183.mp4,Bắc Kạn,-,120,RG00059,1,
W00185.mp4,Bắc Ninh,-,71,RG00060,1,
W00181.mp4,Bắc bộ,-,131,RG00061,1,
W00244.mp4,Bến Tre,-,166,RG00062,1,
W00407B.mp4,Cam-pu-chia (nước Cam-pu-chia),B,117,RG00063,2,0.247
W00407T.mp4,Cam-pu-chia (nước Cam-pu-chia),T,117,RG00063,2,0.247
W00407N.mp4,Cam-pu-chia (nước Cam-pu-chia),N,154,RG00064,1,
W00417.mp4,Cao Bằng,-,144,RG00065,1,
W00573.mp4,Chi-lê (nước Chi-lê),-,109,RG00066,1,
W00542.mp4,Châu Á Thái Bình Dương,-,92,RG00067,1,
W00544.mp4,Châu Đại Dương,-,122,RG00068,1,
D0407.mp4,Cocacola,-,119,RG00069,1,
W00887.mp4,Cu ba (nước Cu ba),-,104,RG00070,1,
W00397.mp4,Cà Mau,-,153,RG00071,1,
D0284.mp4,Cô vy (covid),-,111,RG00072,1,
W00829.mp4,Cô-lôm-bi-a (nước Cô-lôm-bi-a),-,98,RG00073,1,
D0285.mp4,Cố đô Huế,-,138,RG00074,1,
W00858.mp4,Cộng Hòa Séc (nước Cộng Hòa Séc),-,93,RG00075,1,
W01046.mp4,Dinh Độc Lập,-,123,RG00076,1,
D0007.mp4,Do Thái,-,150,RG00077,1,
W01415.mp4,Gia Lai,-,105,RG00078,1,
W01649.mp4,Hoàng tử,-,129,RG00079,1,
D0350.mp4,Hoãn,-,110,RG00080,1,
W01714.mp4,Hung-ga-ri (nước Hung-ga-ri),-,139,RG00081,1,
W01526.mp4,Hà Giang,-,105,RG00082,1,
W01527.mp4,Hà Lan (nước Hà Lan),-,91,RG00083,1,
W01715.mp4,Hùng Vương,-,116,RG00084,1,
W01723.mp4,Hưng Yên,-,116,RG00085,1,
W01530.mp4,Hạ Long,-,220,RG00086,1,
W01533.mp4,Hải Dương,-,89,RG00087,1,
W01572.mp4,Hậu Giang,-,108,RG00088,1,
W01681.mp4,Hồ Chí Minh,-,113,RG00089,1,
W01726.mp4,I-rắc (nước I-rắc),-,113,RG00090,1,
W01733.mp4,Italia (nước Italia),-,102,RG00091,1,
W01772.mp4,Khánh Hòa,-,118,RG00092,1,
D0479.mp4,Kim Đồng,-,121,RG00093,1,
W01881.mp4,Kiên Giang,-,129,RG00094,1,
W01908.mp4,Kon Tum,-,103,RG00095,1,
W01996B.mp4,Liên Bang Nga (nước Nga),B,105,RG00096,1,
W01996N.mp4,Liên Bang Nga (nước Nga),N,87,RG00097,1,
W01996T.mp4,Liên Bang Nga (nước Nga),T,115,RG00098,1,
W02027.mp4,Long An,-,121,RG00099,1,
D0225.mp4,Long Vương,-,137,RG00100,1,
W01945B.mp4,Lào (nước Lào),B,102,RG00101,2,0.177
W01945T.mp4,Lào (nước Lào),T,102,RG00101,2,0.177
W01945N.mp4,Lào (nước Lào),N,142,RG00102,1,
W01961.mp4,Lâm Đồng,-,129,RG00103,1,
D0316.mp4,Lượm,-,103,RG00104,1,
W01914.mp4,Lạc Long Quân,-,107,RG00105,1,
W01940.mp4,Lạng Sơn,-,182,RG00106,1,
D0006.mp4,Ma Cao,-,115,RG00107,1,
W02200B.mp4,Mexico (nước Mexico),B,100,RG00108,1,
W02200N.mp4,Mexico (nước Mexico),N,94,RG00109,2,0.235
W02200T.mp4,Mexico (nước Mexico),T,94,RG00109,2,0.235
D0005B.mp4,Miến Điện (nước Mi-an-ma),B,184,RG00110,1,
D0005N.mp4,Miến Điện (nước Mi-an-ma),N,213,RG00111,2,0.216
D0005T.mp4,Miến Điện (nước Mi-an-ma),T,213,RG00111,2,0.216
D0223B.mp4,Mã Lai (nước Ma-lai-xi-a),B,135,RG00112,1,
D0223N.mp4,Mã Lai (nước Ma-lai-xi-a),N,121,RG00113,1,
D0223T.mp4,Mã Lai (nước Ma-lai-xi-a),T,130,RG00114,1,
W02222.mp4,Mặt trời lặn,-,126,RG00115,1,
W02219.mp4,Mặt trời mọc,-,98,RG00116,1,
W02284.mp4,Nam bán cầu,-,106,RG00117,1,
W02285.mp4,Nam Định,-,97,RG00118,1,
W02492B.mp4,Nhật (nước Nhật),B,128,RG00119,2,0.262
W02492T.mp4,Nhật (nước Nhật),T,128,RG00119,2,0.262
W02492N.mp4,Nhật (nước Nhật),N,65,RG00120,1,
W02518.mp4,Ninh Bình,-,111,RG00121,1,
W02519.mp4,Ninh Thuận,-,105,RG00122,1,
W02556.mp4,Oa-sinh-tơn,-,150,RG00123,1,
W02582.mp4,Pa-ki-xtan (nước Pa-ki-xtan),-,160,RG00124,1,
W00852.mp4,Paris,-,113,RG00125,1,
W02654B.mp4,Phi-líp-pin (nước Phi-líp-pin),B,85,RG00126,2,0.223
W02654T.mp4,Phi-líp-pin (nước Phi-líp-pin),T,85,RG00126,2,0.223
W02654N.mp4,Phi-líp-pin (nước Phi-líp-pin),N,89,RG00127,1,
W02702.mp4,Phú Thọ,-,110,RG00128,1,
W02583.mp4,Pê-ru (nước Pê-ru),-,154,RG00129,1,
D0016.mp4,Quy Nhơn,-,118,RG00130,1,
W02772.mp4,Quảng Bình,-,105,RG00131,1,
W02781.mp4,Quảng Nam,-,127,RG00132,1,
W02774.mp4,Quảng Ngãi,-,97,RG00133,1,
W02775.mp4,Quảng Ninh,-,225,RG00134,1,
W02782.mp4,Quảng Trị,-,105,RG00135,1,
W02807.mp4,Quốc Tử Giám,-,88,RG00136,1,
W02925.mp4,Sapa,-,110,RG00137,1,
D0406.mp4,Socola,-,108,RG00138,1,
W02961.mp4,Sóc Trăng,-,114,RG00139,1,
W03168.mp4,Thanh Hóa,-,105,RG00140,1,
W03150.mp4,Thái Nguyên,-,84,RG00141,1,
D0480.mp4,Thánh Gióng,-,115,RG00142,1,
D0244.mp4,Thăng Long,-,102,RG00143,1,
W03345B.mp4,Thủy Điện Hòa Bình,B,107,RG00144,1,
W03345N.mp4,Thủy Điện Hòa Bình,N,127,RG00145,2,0.232
W03345T.mp4,Thủy Điện Hòa Bình,T,127,RG00145,2,0.232
W03361B.mp4,Thừa Thiên – Huế,B,113,RG00146,1,
W03361N.mp4,Thừa Thiên – Huế,N,89,RG00147,1,
W03361T.mp4,Thừa Thiên – Huế,T,117,RG00148,1,
W03398.mp4,Tiền Giang,-,227,RG00149,1,
W03642B.mp4,Trung Quốc (nước Trung Quốc),B,109,RG00150,2,0.256
W03642T.mp4,Trung Quốc (nước Trung Quốc),T,109,RG00150,2,0.256
W03642N.mp4,Trung Quốc (nước Trung Quốc),N,145,RG00151,1,
W03645B.mp4,Trung Thu,B,108,RG00152,1,
W03645N.mp4,Trung Thu,N,288,RG00153,2,0.266
W03645T.mp4,Trung Thu,T,288,RG00153,2,0.266
W03513.mp4,Trà Vinh,-,117,RG00154,1,
W02806.mp4,Trần Quốc Toản,-,108,RG00155,1,
D0015.mp4,Tuy Hoà,-,139,RG00156,1,
W03121.mp4,Tây Bắc,-,100,RG00157,1,
W03123.mp4,Tây Nguyên,-,96,RG00158,1,
W03124.mp4,Tây Ninh,-,86,RG00159,1,
W03132N.mp4,Tết Dương,N,81,RG00160,1,
W03132T.mp4,Tết Dương,T,134,RG00161,1,
W03133N.mp4,Tết Thiếu nhi,N,90,RG00162,1,
W03134B.mp4,Tết Trung thu,B,108,RG00163,1,
W03134N.mp4,Tết Trung thu,N,86,RG00164,2,0.236
W03134T.mp4,Tết Trung thu,T,86,RG00164,2,0.236
D0040B.mp4,Tết hàn thực,B,120,RG00165,1,
D0040N.mp4,Tết hàn thực,N,99,RG00166,1,
D0040T.mp4,Tết hàn thực,T,123,RG00167,1,
W03131N.mp4,Tết Âm,N,82,RG00168,1,
W03131T.mp4,Tết Âm,T,120,RG00169,1,
W03744.mp4,UNICEF,-,119,RG00170,1,
W03851.mp4,Võ Nguyên Giáp,-,143,RG00171,1,
D0203.mp4,Võ Thị Sáu,-,181,RG00172,1,
W03791.mp4,Văn miếu Quốc Tử Giám,-,154,RG00173,1,
W03846.mp4,Vĩnh Long,-,123,RG00174,1,
W03847.mp4,Vĩnh Phúc,-,133,RG00175,1,
W04031.mp4,Y-Éc-Xanh,-,128,RG00176,1,
W04043.mp4,Yên Bái,-,119,RG00177,1,
D0489.mp4,a,-,93,RG00178,1,
W00004B.mp4,ai,B,111,RG00179,1,
W00004N.mp4,ai,N,113,RG00180,2,2.649
W00004T.mp4,ai,T,128,RG00180,2,2.649
W04071.mp4,ai bảo,-,99,RG00181,1,
D0032.mp4,ai cho,-,114,RG00182,1,
W00007.mp4,an ninh,-,151,RG00183,1,
W00010B.mp4,anh chị,B,165,RG00184,1,
W00011.mp4,anh chị em,-,127,RG00185,1,
W00012B.mp4,anh dũng,B,154,RG00186,1,
W00012N.mp4,anh dũng,N,121,RG00187,2,0.282
W00012T.mp4,anh dũng,T,121,RG00187,2,0.282
W00013B.mp4,anh em,B,185,RG00188,1,
W00013N.mp4,anh em,N,120,RG00189,2,0.269
W00013T.mp4,anh em,T,120,RG00189,2,0.269
D0143B.mp4,"anh hai, anh cả",B,72,RG00190,2,0.172
D0143T.mp4,"anh hai, anh cả",T,72,RG00190,2,0.172
D0143N.mp4,"anh hai, anh cả",N,68,RG00191,1,
W00015.mp4,anh hùng,-,102,RG00192,1,
W00014N.mp4,anh họ,N,135,RG00193,2,0.26
W00014T.mp4,anh họ,T,135,RG00193,2,0.26
W00019B.mp4,anh ruột,B,177,RG00194,1,
W00019N.mp4,anh ruột,N,125,RG00195,2,0.266
W00019T.mp4,anh ruột,T,125,RG00195,2,0.266
W00018B.mp4,anh rể,B,75,RG00196,1,
W00018N.mp4,anh rể,N,102,RG00197,2,0.282
W00018T.mp4,anh rể,T,102,RG00197,2,0.282
W00020.mp4,anh vợ,-,135,RG00198,1,
W00026.mp4,ao chuôm,-,139,RG00199,1,
D0492.mp4,b,-,93,RG00200,1,
D0148.mp4,ba là,-,93,RG00201,1,
W00087.mp4,ban giám hiệu,-,147,RG00202,1,
W00089.mp4,ban ngày,-,93,RG00203,1,
W00086B.mp4,ban đêm,B,138,RG00204,1,
W00086N.mp4,ban đêm,N,149,RG00205,2,0.229
W00086T.mp4,ban đêm,T,149,RG00205,2,0.229
W00145B.mp4,bao giờ?,B,117,RG00206,2,0.267
W00145T.mp4,bao giờ?,T,117,RG00206,2,0.267
W00145N.mp4,bao giờ?,N,148,RG00207,1,
W00146.mp4,bao la,-,197,RG00208,1,
W00147.mp4,bao nhiêu?,-,134,RG00209,1,
W00150.mp4,bao tay (dùng cho trẻ sơ sinh),-,144,RG00210,1,
W00174.mp4,bay,-,136,RG00211,1,
W00176.mp4,bay liệng (bay lượn),-,151,RG00212,1,
D0177.mp4,bay nhanh (máy bay),-,102,RG00213,1,
W00262N.mp4,biến đổi,N,155,RG00214,1,
W00261.mp4,biển hiệu,-,153,RG00215,1,
W00260.mp4,biển đông,-,125,RG00216,1,
W00270.mp4,biểu thị,-,141,RG00217,1,
W00271.mp4,biểu thức,-,119,RG00218,1,
W00265.mp4,biểu đồ,-,162,RG00219,1,
W00266.mp4,biểu đồ cột,-,141,RG00220,1,
W00267.mp4,biểu đồ hình quạt,-,141,RG00221,1,
W00263.mp4,biện pháp,-,162,RG00222,1,
W00303.mp4,bom nguyên tử,-,158,RG00223,1,
W00302.mp4,bom đạn,-,152,RG00224,1,
W00312.mp4,boong tàu,-,159,RG00225,1,
W00371.mp4,buôn làng,-,150,RG00226,1,
W00374B.mp4,buông màn,B,135,RG00227,1,
W00374N.mp4,buông màn,N,132,RG00228,1,
W00374T.mp4,buông màn,T,152,RG00229,1,
W00372.mp4,buồn nôn,-,178,RG00230,1,
D0064.mp4,buồn thảm,-,156,RG00231,1,
W00377.mp4,buồng trứng,-,138,RG00232,1,
W00366.mp4,buổi chiều,-,139,RG00233,1,
W00368B.mp4,buổi sáng,B,130,RG00234,1,
W00368N.mp4,buổi sáng,N,153,RG00235,2,0.296
W00368T.mp4,buổi sáng,T,153,RG00235,2,0.296
W00370B.mp4,buổi trưa,B,124,RG00236,1,
W00370N.mp4,buổi trưa,N,151,RG00237,1,
W00370T.mp4,buổi trưa,T,130,RG00238,1,
W00369B.mp4,buổi tối,B,121,RG00239,1,
W00369N.mp4,buổi tối,N,142,RG00240,2,0.231
W00369T.mp4,buổi tối,T,142,RG00240,2,0.231
W00367B.mp4,buổi đêm,B,116,RG00241,1,
W00367N.mp4,buổi đêm,N,86,RG00242,2,0.238
W00367T.mp4,buổi đêm,T,86,RG00242,2,0.238
W00363.mp4,buộc dây,-,162,RG00243,1,
W00364.mp4,buộc tóc,-,222,RG00244,1,
W00071.mp4,bài báo,-,117,RG00245,1,
W00075B.mp4,bài thơ,B,177,RG00246,1,
W00075N.mp4,bài thơ,N,129,RG00247,2,0.276
W00075T.mp4,bài thơ,T,129,RG00247,2,0.276
W00091.mp4,bàn bạc,-,158,RG00248,1,
W00093.mp4,bàn chân,-,176,RG00249,1,
W00092.mp4,bàn chải đánh răng,-,124,RG00250,1,
W00094.mp4,bàn ghế,-,190,RG00251,1,
W00095.mp4,bàn là,-,155,RG00252,1,
W00096.mp4,bàn phím (máy vi tính),-,167,RG00253,1,
W00097.mp4,bàn tay,-,184,RG00254,1,
W00098.mp4,bàn tán,-,246,RG00255,1,
W00105.mp4,bán buôn,-,189,RG00256,1,
W00107B.mp4,bán hàng,B,117,RG00257,1,
W00107N.mp4,bán hàng,N,117,RG00258,2,0.252
W00107T.mp4,bán hàng,T,117,RG00258,2,0.252
W00108.mp4,bán kính (hình tròn),-,176,RG00259,1,
W00106.mp4,bán đảo,-,193,RG00260,1,
W00130.mp4,bánh Trung Thu,-,117,RG00261,1,
W00127.mp4,bánh bột lọc,-,135,RG00262,1,
D0393.mp4,bánh canh,-,118,RG00263,1,
W00129B.mp4,bánh cuốn,B,159,RG00264,1,
W00129N.mp4,bánh cuốn,N,143,RG00265,2,0.251
W00129T.mp4,bánh cuốn,T,143,RG00265,2,0.251
W00128.mp4,bánh cốm,-,141,RG00266,1,
W00133.mp4,bánh gai,-,119,RG00267,1,
W00135.mp4,bánh giò,-,143,RG00268,1,
W00134.mp4,bánh giầy,-,162,RG00269,1,
W00136.mp4,bánh gối,-,273,RG00270,1,
D0391.mp4,bánh hamburger,-,127,RG00271,1,
W00137B.mp4,bánh mì,B,143,RG00272,1,
W00137N.mp4,bánh mì,N,149,RG00273,2,0.262
W00137T.mp4,bánh mì,T,149,RG00273,2,0.262
W00140.mp4,bánh pizza,-,154,RG00274,1,
W00141.mp4,bánh pía,-,161,RG00275,1,
D0392.mp4,bánh sandwich,-,92,RG00276,1,
D0110.mp4,bánh tráng,-,159,RG00277,1,
W00144.mp4,bánh xe,-,486,RG00278,1,
W00131.mp4,bánh đa,-,205,RG00279,1,
W00132.mp4,bánh đúc,-,144,RG00280,1,
W00160B.mp4,báo (con báo),B,118,RG00281,1,
W00160N.mp4,báo (con báo),N,138,RG00282,2,0.268
W00160T.mp4,báo (con báo),T,138,RG00282,2,0.268
W00161.mp4,báo cáo,-,117,RG00283,1,
W00166.mp4,báo thù,-,122,RG00284,1,
W00163.mp4,báo động,-,127,RG00285,1,
W00170.mp4,bát,-,150,RG00286,1,
W00171.mp4,bát hương,-,127,RG00287,1,
W00172.mp4,bát ngát,-,150,RG00288,1,
W00081.mp4,bãi cát,-,138,RG00289,1,
W00082.mp4,bãi cỏ,-,148,RG00290,1,
W00084.mp4,bãi tắm,-,130,RG00291,1,
W00083.mp4,bãi đỗ xe (ô tô),-,182,RG00292,1,
W00217.mp4,bé gái,-,153,RG00293,1,
W00218.mp4,bé hơn,-,133,RG00294,1,
W00219.mp4,bé loắt choắt,-,122,RG00295,1,
W00220B.mp4,bé trai,B,135,RG00296,2,0.262
W00220T.mp4,bé trai,T,135,RG00296,2,0.262
W00220N.mp4,bé trai,N,117,RG00297,1,
W00225.mp4,béo,-,142,RG00298,1,
W00228.mp4,bê tông,-,162,RG00299,1,
W00236.mp4,bên cạnh,-,170,RG00300,1,
W00236N.mp4,bên cạnh,N,162,RG00301,1,
W00237.mp4,bên dưới,-,151,RG00302,1,
W00238.mp4,bên phải,-,137,RG00303,1,
W00241.mp4,bên trong,-,167,RG00304,1,
W00239.mp4,bên trái,-,167,RG00305,1,
W00240.mp4,bên trên,-,167,RG00306,1,
W00246.mp4,bênh vực,-,139,RG00307,1,
W00254.mp4,bìa sách,-,161,RG00308,1,
W00255B.mp4,bìa vở,B,137,RG00309,1,
W00255N.mp4,bìa vở,N,149,RG00310,1,
W00255T.mp4,bìa vở,T,193,RG00311,1,
W00274B.mp4,bình an,B,156,RG00312,2,0.249
W00274T.mp4,bình an,T,156,RG00312,2,0.249
W00274N.mp4,bình an,N,141,RG00313,1,
W00279.mp4,bình minh,-,159,RG00314,1,
W00282.mp4,bình phương,-,137,RG00315,1,
D0461.mp4,bình sữa (em bé),-,152,RG00316,1,
W00286B.mp4,bình thường,B,106,RG00317,1,
W00286N.mp4,bình thường,N,118,RG00318,2,0.26
W00286T.mp4,bình thường,T,118,RG00318,2,0.26
W00252.mp4,bí ngô,-,131,RG00319,1,
W00273.mp4,bím tóc đuôi sam,-,142,RG00320,1,
W00287.mp4,bít tất,-,139,RG00321,1,
D0077B.mp4,bít tết (bò),B,118,RG00322,1,
D0077N.mp4,bít tết (bò),N,125,RG00323,2,0.251
D0077T.mp4,bít tết (bò),T,125,RG00323,2,0.251
W00288.mp4,bò,-,129,RG00324,1,
W00289.mp4,bò sát,-,161,RG00325,1,
W00290.mp4,bò tót,-,142,RG00326,1,
W00298.mp4,bó hoa,-,145,RG00327,1,
W00297.mp4,bó đũa,-,154,RG00328,1,
W00299.mp4,bóc lột,-,138,RG00329,1,
W00300.mp4,bóc vỏ,-,143,RG00330,1,
W00304B.mp4,bón phân,B,91,RG00331,1,
W00304N.mp4,bón phân,N,144,RG00332,2,0.211
W00304T.mp4,bón phân,T,144,RG00332,2,0.211
W00308.mp4,bóng bay,-,159,RG00333,1,
W00336B.mp4,bông hoa,B,152,RG00334,1,
W00336N.mp4,bông hoa,N,114,RG00335,2,0.266
W00336T.mp4,bông hoa,T,114,RG00335,2,0.266
W00361.mp4,bùn,-,160,RG00336,1,
W03371.mp4,bùng binh,-,95,RG00337,1,
D0084.mp4,bún chả,-,138,RG00338,1,
D0083.mp4,bún mắm,-,149,RG00339,1,
D0085.mp4,bún ngan,-,120,RG00340,1,
D0087B.mp4,bún đậu,B,119,RG00341,1,
D0086.mp4,bún ốc,-,134,RG00342,1,
W00378.mp4,búp bê,-,98,RG00343,1,
W00380.mp4,bút,-,143,RG00344,1,
W00381.mp4,bút bi,-,288,RG00345,1,
W00382.mp4,bút dạ,-,156,RG00346,1,
W00383B.mp4,bút màu,B,147,RG00347,1,
W00383N.mp4,bút màu,N,144,RG00348,1,
W00383T.mp4,bút màu,T,162,RG00349,1,
W00384.mp4,bút máy,-,154,RG00350,1,
W00188.mp4,băng bó,-,138,RG00351,1,
W00189.mp4,băng chuyền,-,173,RG00352,1,
W00190.mp4,băng dính,-,142,RG00353,1,
W00191.mp4,băng giá,-,152,RG00354,1,
W00192.mp4,băng hình,-,130,RG00355,1,
W00347.mp4,bơi,-,197,RG00356,1,
W00348.mp4,bơi lội,-,185,RG00357,1,
W00349.mp4,bơm (cái bơm),-,128,RG00358,1,
W00350.mp4,bơm nước,-,119,RG00359,1,
W00351.mp4,bơm xe,-,114,RG00360,1,
W00393.mp4,bưu tá,-,154,RG00361,1,
W00388.mp4,bước,-,146,RG00362,1,
W00389.mp4,bước chân,-,147,RG00363,1,
W00390N.mp4,bướng bỉnh,N,154,RG00364,2,0.286
W00390T.mp4,bướng bỉnh,T,154,RG00364,2,0.286
W00110B.mp4,bạn,B,263,RG00365,1,
W00110N.mp4,bạn,N,100,RG00366,2,0.215
W00110T.mp4,bạn,T,100,RG00366,2,0.215
W00111B.mp4,bạn gái,B,170,RG00367,1,
W00111N.mp4,bạn gái,N,175,RG00368,2,0.285
W00111T.mp4,bạn gái,T,175,RG00368,2,0.285
W00112B.mp4,bạn trai,B,133,RG00369,1,
W00112N.mp4,bạn trai,N,153,RG00370,2,0.879
W00112T.mp4,bạn trai,T,155,RG00370,2,0.879
D0141.mp4,bạn yêu bạn ấy,-,79,RG00371,1,
D0138.mp4,bạn yêu tôi,-,112,RG00372,1,
D0142.mp4,bạn ấy yêu bạn,-,77,RG00373,1,
D0140.mp4,bạn ấy yêu tôi,-,142,RG00374,1,
W00100.mp4,bản làng,-,180,RG00375,1,
W00101.mp4,bản lề,-,152,RG00376,1,
W00102.mp4,bản nhạc,-,209,RG00377,1,
W00103.mp4,bản sao (chỉ người),-,119,RG00378,1,
W00104.mp4,bản thân,-,175,RG00379,1,
W00099B.mp4,bản đồ Việt Nam,B,156,RG00380,1,
W00099N.mp4,bản đồ Việt Nam,N,127,RG00381,2,0.267
W00099T.mp4,bản đồ Việt Nam,T,127,RG00381,2,0.267
W00115N.mp4,bảng chia,N,128,RG00382,2,0.238
W00115T.mp4,bảng chia,T,128,RG00382,2,0.238
W00116.mp4,bảng chỉ dẫn,-,137,RG00383,1,
W00118.mp4,bảng chữ cái ngón tay,-,137,RG00384,1,
W00119B.mp4,bảng cộng,B,172,RG00385,2,0.286
W00119T.mp4,bảng cộng,T,172,RG00385,2,0.286
W00119N.mp4,bảng cộng,N,118,RG00386,1,
W00120.mp4,bảng cửu chương,-,92,RG00387,1,
W00113.mp4,bảng học sinh,-,92,RG00388,1,
W00123B.mp4,bảng màu,B,167,RG00389,1,
W00124B.mp4,bảng nhân,B,157,RG00390,2,0.296
W00124T.mp4,bảng nhân,T,157,RG00390,2,0.296
W00124N.mp4,bảng nhân,N,128,RG00391,1,
W00126B.mp4,bảng trừ,B,136,RG00392,2,0.275
W00126T.mp4,bảng trừ,T,136,RG00392,2,0.275
W00126N.mp4,bảng trừ,N,125,RG00393,1,
W00121B.mp4,bảng đen,B,155,RG00394,2,0.276
W00121T.mp4,bảng đen,T,155,RG00394,2,0.276
W00121N.mp4,bảng đen,N,147,RG00395,1,
W00153.mp4,bảo hiểm,-,236,RG00396,1,
W00157.mp4,bảo thủ,-,162,RG00397,1,
W00156.mp4,bảo tàng,-,159,RG00398,1,
W00159B.mp4,bảo vệ môi trường,B,153,RG00399,1,
W00159N.mp4,bảo vệ môi trường,N,165,RG00400,2,0.28
W00159T.mp4,bảo vệ môi trường,T,165,RG00400,2,0.28
W00152.mp4,bảo đảm,-,148,RG00401,1,
W00207.mp4,bất hiếu,-,123,RG00402,1,
D0241.mp4,bất khuất,-,158,RG00403,1,
W00206.mp4,bất động,-,129,RG00404,1,
W00212.mp4,bầu trời,-,156,RG00405,1,
W00213.mp4,bẫy chim,-,194,RG00406,1,
W00215.mp4,bẫy chuột (dụng cụ),-,145,RG00407,1,
W00214B.mp4,bẫy chuột (hành động),B,78,RG00408,1,
W00214N.mp4,bẫy chuột (hành động),N,130,RG00409,2,0.224
W00214T.mp4,bẫy chuột (hành động),T,130,RG00409,2,0.224
W00203.mp4,bậc thang,-,261,RG00410,1,
W00205.mp4,bập bênh,-,157,RG00411,1,
W00210.mp4,bật lửa,-,167,RG00412,1,
W00209.mp4,bật đèn,-,151,RG00413,1,
W00179.mp4,bắc bán cầu,-,104,RG00414,1,
W00184N.mp4,bắc nam,N,167,RG00415,2,0.273
W00184T.mp4,bắc nam,T,167,RG00415,2,0.273
W00186B.mp4,bắn bi,B,140,RG00416,1,
W00186N.mp4,bắn bi,N,128,RG00417,2,0.268
W00186T.mp4,bắn bi,T,128,RG00417,2,0.268
D0218.mp4,bắn cung tên,-,235,RG00418,1,
W00187.mp4,bắn súng,-,515,RG00419,1,
W00196B.mp4,bắp ngô,B,103,RG00420,1,
