0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,0.0,0.2725848,-0.19176705,0.42971623,-0.51287645,0.44097528,-0.7775108,0.42171288,-1.0,0.21548697,-0.7373204,0.29062635,-0.92569184,0.29863942,-0.71126384,0.2890087,-0.5085233,0.03715881,-0.7070992,0.1206032,-0.88336587,0.13556355,-0.60486066,0.14285637,-0.37541786,-0.14216113,-0.64762604,-0.045791343,-0.76248133,-0.014607824,-0.4727867,-0.0025494692,-0.2708289,-0.32853281,-0.5604571,-0.20610245,-0.6557233,-0.15316635,-0.44190073,-0.13783778,-0.29165882,A
0.0,0.0,0.27036822,-0.1918282,0.4317278,-0.5085062,0.4470366,-0.7743322,0.42244408,-1.0,0.22556001,-0.7294249,0.28168905,-0.9255456,0.2887453,-0.71253216,0.28843498,-0.5131862,0.04874315,-0.69587564,0.120029956,-0.88335216,0.1334301,-0.61063504,0.1463481,-0.38666406,-0.13181776,-0.6359517,-0.049945243,-0.77341694,-0.02015553,-0.48520017,-0.0017015592,-0.2864523,-0.31976798,-0.5480922,-0.21623324,-0.66544056,-0.16672935,-0.45001608,-0.14757289,-0.29759136,A
0.0,0.0,0.2653229,-0.19674209,0.43164098,-0.5154591,0.45292732,-0.778677,0.42244506,-1.0,0.2209907,-0.7344772,0.28071642,-0.9269215,0.28713506,-0.70663065,0.28060782,-0.5052369,0.041067056,-0.6987303,0.11423987,-0.8770045,0.13027099,-0.6056217,0.14085935,-0.3843163,-0.13907203,-0.63726276,-0.054857247,-0.7673364,-0.023958934,-0.4826556,-0.008658044,-0.28483918,-0.32578546,-0.55080223,-0.21949446,-0.662173,-0.17003074,-0.44755206,-0.15326242,-0.29488435,A
0.0,0.0,0.30699852,-0.1936584,0.4993513,-0.49865833,0.5310539,-0.7767193,0.48927245,-1.0,0.29941687,-0.7145531,0.35315195,-0.90580076,0.3351309,-0.6931907,0.3207461,-0.48171058,0.10944991,-0.6898825,0.17229292,-0.8516512,0.16542667,-0.5716658,0.16640648,-0.33258203,-0.07722479,-0.6375874,-0.009521717,-0.72536045,0.008787595,-0.4425054,0.017534241,-0.23420233,-0.27828965,-0.5660509,-0.19928424,-0.6502621,-0.15647301,-0.43118012,-0.13569997,-0.27272886,A
0.0,0.0,0.26328668,-0.22318836,0.42285946,-0.5192827,0.4471212,-0.7816475,0.4266432,-1.0,0.21735862,-0.74793726,0.28907785,-0.9201451,0.29204872,-0.70964473,0.28145424,-0.51987493,0.03345305,-0.71414864,0.119555004,-0.88161695,0.13596523,-0.6104114,0.14694019,-0.39558664,-0.14487064,-0.6564783,-0.041954603,-0.7635417,-0.0050122603,-0.48894942,0.01612298,-0.2970829,-0.32843813,-0.5692761,-0.21121824,-0.65638494,-0.154634,-0.45689857,-0.13249946,-0.31442225,A
0.0,0.0,0.27486962,-0.1942224,0.45347032,-0.50258857,0.4875574,-0.77334416,0.46407822,-1.0,0.2648353,-0.7439063,0.3062078,-0.94129676,0.301421,-0.7288858,0.29327932,-0.5277401,0.07993825,-0.71537775,0.12895614,-0.9116356,0.13799022,-0.6381646,0.1518879,-0.40904018,-0.104721226,-0.6591399,-0.042367492,-0.8027417,-0.014380294,-0.512445,0.0058771376,-0.30613527,-0.29318747,-0.57465893,-0.21124715,-0.6872622,-0.1628327,-0.46523964,-0.1370326,-0.30467507,A
0.0,0.0,0.28119838,-0.18448797,0.46573743,-0.49227703,0.49530223,-0.7680297,0.4756192,-1.0,0.26688817,-0.73182094,0.30988625,-0.9374496,0.30780622,-0.718194,0.29982176,-0.5088612,0.08256151,-0.7025114,0.13235433,-0.89957935,0.13548262,-0.62653387,0.1435565,-0.39886576,-0.10332066,-0.6476903,-0.040361777,-0.78847396,-0.02096625,-0.49883696,-0.0040231324,-0.2947817,-0.2955959,-0.5645849,-0.2110726,-0.6789872,-0.16750588,-0.4630009,-0.14484967,-0.30622917,A
0.0,0.0,0.28048074,-0.18214224,0.47349444,-0.48791277,0.51266944,-0.76404995,0.4899763,-1.0,0.28069288,-0.7415022,0.31995624,-0.93961287,0.3140373,-0.7183813,0.30513772,-0.50841147,0.09167643,-0.7111526,0.14386906,-0.8992335,0.14041962,-0.6232653,0.1459925,-0.39283103,-0.09692259,-0.65487486,-0.03772328,-0.79236,-0.020042744,-0.505595,-8.0059384e-05,-0.3006579,-0.28957894,-0.5711757,-0.20833698,-0.6873594,-0.16893582,-0.46810424,-0.14595176,-0.3074261,A
0.0,0.0,0.2835672,-0.18367124,0.48555034,-0.49172035,0.5282987,-0.7652763,0.50643677,-1.0,0.2864256,-0.7462541,0.3316701,-0.93696743,0.31912073,-0.7131455,0.30578402,-0.5098037,0.0953188,-0.7189155,0.15340912,-0.91115767,0.14386655,-0.63228095,0.14481382,-0.40577453,-0.09378336,-0.6647514,-0.031841107,-0.8063613,-0.017377207,-0.51462865,-0.00019340118,-0.3116356,-0.28669208,-0.5820191,-0.20565647,-0.6913746,-0.1662637,-0.46962947,-0.1432028,-0.31403306,A
0.0,0.0,0.28114325,-0.1764074,0.48074862,-0.4866127,0.52111775,-0.7649642,0.5110978,-1.0,0.30154884,-0.73602045,0.34059966,-0.9375729,0.3147181,-0.71471816,0.29716966,-0.50736535,0.107782595,-0.70979154,0.15205915,-0.9129263,0.13600326,-0.6407105,0.14026701,-0.4111143,-0.083652735,-0.65540457,-0.038942378,-0.80210674,-0.021803219,-0.5160946,0.0045025353,-0.31184104,-0.2780347,-0.5744789,-0.2102118,-0.69944715,-0.17165595,-0.47821125,-0.14309251,-0.31700486,A
0.0,0.0,0.28278714,-0.17456889,0.48809826,-0.4793187,0.5264957,-0.76121205,0.5217931,-1.0,0.30831334,-0.73383003,0.34217662,-0.9425784,0.319225,-0.7198544,0.3014218,-0.51214504,0.114900514,-0.7094097,0.15280344,-0.9124756,0.13887575,-0.63583374,0.13995099,-0.4080952,-0.07534433,-0.6581506,-0.036312867,-0.8135168,-0.022167796,-0.52406,-0.0035365615,-0.31721228,-0.27090737,-0.5812421,-0.21448532,-0.7118708,-0.17520401,-0.49104533,-0.14965801,-0.32936785,A
0.0,0.0,0.28916013,-0.16467194,0.49953082,-0.47261342,0.5315944,-0.75984514,0.5265168,-1.0,0.31925666,-0.7223754,0.3507857,-0.9345131,0.32289624,-0.7123087,0.30516648,-0.50378966,0.122694366,-0.69965094,0.16142866,-0.9002608,0.14515069,-0.6221199,0.14679407,-0.3923839,-0.06766937,-0.64996654,-0.029642953,-0.79745746,-0.01050578,-0.5079126,0.015406621,-0.30219728,-0.26018548,-0.57220215,-0.20140742,-0.6936139,-0.161001,-0.47112817,-0.13200201,-0.3100608,A
0.0,0.0,0.28869578,-0.16453049,0.49876145,-0.4695125,0.5332001,-0.75634986,0.5326228,-1.0,0.32125118,-0.72673094,0.3463507,-0.93893164,0.3215998,-0.71947914,0.3041951,-0.50385004,0.12381957,-0.70361257,0.1554794,-0.9006547,0.13911831,-0.6234669,0.14193326,-0.39165565,-0.06653634,-0.6526599,-0.034057487,-0.80620074,-0.019073388,-0.51495486,0.005572085,-0.30568278,-0.25958958,-0.57382995,-0.2065501,-0.6947474,-0.16645117,-0.47210404,-0.13488862,-0.31072885,A
0.0,0.0,0.28567594,-0.16462308,0.49497008,-0.4710729,0.53336555,-0.75779366,0.5290433,-1.0,0.31298545,-0.7232526,0.34024355,-0.9386722,0.30965194,-0.71458626,0.29417768,-0.50472826,0.11781181,-0.6996859,0.15337399,-0.9020487,0.13494068,-0.6252053,0.13850348,-0.39787513,-0.07234299,-0.6486536,-0.038145047,-0.8086255,-0.020403372,-0.51875365,0.007471587,-0.312928,-0.26357096,-0.5683314,-0.21076095,-0.6921972,-0.16941723,-0.47045422,-0.13648553,-0.31144598,A
0.0,0.0,0.32776475,-0.2216524,0.49015912,-0.52166796,0.53269815,-0.8021713,0.48175263,-1.0,0.29783583,-0.72183216,0.37214997,-0.86771095,0.35458854,-0.6556691,0.32906348,-0.47794425,0.10258105,-0.7028607,0.18887572,-0.83097017,0.18774638,-0.569508,0.18628456,-0.3544853,-0.076542094,-0.6602235,0.015213447,-0.7110797,0.040424988,-0.44972655,0.04792077,-0.2584232,-0.26756918,-0.6032285,-0.15661238,-0.6536709,-0.11733608,-0.44658202,-0.098678514,-0.2993062,A
0.0,0.0,0.2744437,-0.16201392,0.4708167,-0.4628697,0.52755845,-0.75278634,0.53458756,-1.0,0.33826458,-0.7367743,0.35549954,-0.96113724,0.3221441,-0.7434517,0.29958203,-0.5325618,0.1361869,-0.71041316,0.15899146,-0.91100067,0.14759852,-0.62522066,0.15584825,-0.39775595,-0.05981141,-0.65622723,-0.027652593,-0.7973896,-0.012441991,-0.51085997,0.010633956,-0.3116408,-0.25576353,-0.5813316,-0.20762534,-0.71233535,-0.1641252,-0.49501318,-0.13535093,-0.33458194,A
0.0,0.0,0.29486138,-0.1564354,0.5134942,-0.46484578,0.5496494,-0.75734764,0.55530983,-1.0,0.34116086,-0.73149914,0.37360725,-0.94605905,0.33577678,-0.7241497,0.30976146,-0.50876564,0.1411752,-0.7096341,0.17519218,-0.92135507,0.14852187,-0.6456455,0.14793698,-0.41096598,-0.050019145,-0.6619428,-0.016212055,-0.8264808,-0.014168551,-0.5331136,0.0034666709,-0.32053858,-0.24298832,-0.5861339,-0.19044408,-0.72403204,-0.16087237,-0.49991384,-0.1344001,-0.33442265,A
0.0,0.0,0.29357225,-0.14982826,0.5156516,-0.45704496,0.57018495,-0.7508736,0.569828,-1.0,0.35183147,-0.731192,0.3758527,-0.9575352,0.33520648,-0.7268913,0.31249714,-0.50701463,0.15019,-0.7134055,0.1754082,-0.9174127,0.15118301,-0.63161445,0.15663357,-0.40029508,-0.047196355,-0.66596514,-0.023837741,-0.8136059,-0.014874112,-0.51611704,0.011913733,-0.31154996,-0.24389127,-0.59087044,-0.20234169,-0.7179416,-0.17256534,-0.48861274,-0.1432757,-0.3273116,A
0.0,0.0,0.29057404,-0.14600618,0.5244758,-0.4511736,0.58312654,-0.74678165,0.5783254,-1.0,0.35439244,-0.7444032,0.38025188,-0.9566824,0.34104037,-0.72240436,0.31715176,-0.5060176,0.15216668,-0.72813976,0.18062288,-0.92001647,0.1571969,-0.63159233,0.15649518,-0.40435693,-0.04480934,-0.67944425,-0.021056823,-0.8315411,-0.0102103,-0.5312306,0.011571422,-0.32432702,-0.24244261,-0.6012242,-0.20028894,-0.7210268,-0.1641746,-0.49288794,-0.13476332,-0.33352578,A
0.0,0.0,0.29755953,-0.15069424,0.5298733,-0.4588988,0.582338,-0.7502855,0.57473016,-1.0,0.35296443,-0.74250907,0.37662706,-0.9625839,0.33443734,-0.7252907,0.3098494,-0.5047768,0.14607617,-0.72330296,0.17404178,-0.9100921,0.14763927,-0.6110238,0.1471105,-0.38149512,-0.054382708,-0.6723794,-0.03130808,-0.8267485,-0.023376467,-0.5224687,-0.0031745012,-0.31663084,-0.25566387,-0.5926933,-0.21894643,-0.72271097,-0.1827123,-0.49421513,-0.15422858,-0.33586112,A
0.0,0.0,0.29694688,-0.14792268,0.5300248,-0.45723945,0.5870211,-0.74869436,0.58665794,-1.0,0.35452732,-0.73507136,0.38965547,-0.9603133,0.3486429,-0.7300132,0.32050717,-0.51293874,0.15461554,-0.7178349,0.19150707,-0.9122298,0.15976208,-0.62192166,0.1547602,-0.39629737,-0.044987958,-0.67113674,-0.012461128,-0.82297754,-0.011312029,-0.5235192,0.005599617,-0.3220119,-0.24824618,-0.59723437,-0.19907002,-0.7259229,-0.17017107,-0.5021264,-0.14788784,-0.34657434,A
0.0,0.0,0.29524735,-0.14958063,0.5235073,-0.4556111,0.5790896,-0.7470914,0.57844687,-1.0,0.34976125,-0.7371128,0.38139313,-0.9539648,0.33916456,-0.7237261,0.31247678,-0.5070305,0.14452282,-0.720861,0.18358207,-0.9137569,0.15056957,-0.6256266,0.14468889,-0.39514026,-0.05466134,-0.6724578,-0.02238096,-0.8234609,-0.020039171,-0.52625173,-0.00092794915,-0.31952858,-0.2539294,-0.5955154,-0.20692395,-0.7218123,-0.17556496,-0.49623364,-0.14821611,-0.33569133,A
0.0,0.0,0.2979535,-0.1501034,0.53153396,-0.4578115,0.5915181,-0.7476883,0.59424305,-1.0,0.34901214,-0.7422921,0.3870581,-0.96985406,0.3417551,-0.73754704,0.31246704,-0.51658714,0.14333269,-0.7250222,0.18036453,-0.9245498,0.14739612,-0.6340054,0.14296903,-0.4004071,-0.059302628,-0.67699254,-0.026560795,-0.83378685,-0.025309218,-0.5338459,-0.00853718,-0.32425657,-0.26300648,-0.6015869,-0.21285042,-0.7331912,-0.18383747,-0.5072352,-0.16129442,-0.34415257,A
0.0,0.0,0.30295575,-0.14990234,0.54531735,-0.4550193,0.61732185,-0.74410397,0.6132996,-1.0,0.36766124,-0.7434934,0.40329388,-0.96478176,0.36047357,-0.73473465,0.33330765,-0.52102387,0.16179885,-0.7284126,0.20345022,-0.9258097,0.16887288,-0.64336044,0.16228415,-0.41557938,-0.040731,-0.681945,-0.0024851933,-0.8350884,-0.0062647243,-0.5387896,0.007980711,-0.3292265,-0.24299815,-0.6078251,-0.18725482,-0.74368316,-0.16266909,-0.51475686,-0.14268705,-0.3418425,A
0.0,0.0,0.30240414,-0.14026387,0.5559571,-0.44310936,0.62228477,-0.73630184,0.6237142,-1.0,0.39812464,-0.75551665,0.42825055,-0.9631144,0.36201718,-0.7350433,0.32412127,-0.5176014,0.1855491,-0.74320436,0.21666846,-0.92960393,0.16509888,-0.6455751,0.15421613,-0.40839475,-0.021009827,-0.6979697,-0.0059550838,-0.8310784,-0.014653398,-0.5317298,0.0047008987,-0.31813824,-0.2258891,-0.6259755,-0.19574441,-0.7245845,-0.17081293,-0.48880044,-0.1358978,-0.32290435,A
0.0,0.0,0.30107617,-0.22406961,0.486939,-0.5123215,0.53621334,-0.78650606,0.48815224,-1.0,0.27746347,-0.7357444,0.34823516,-0.88757044,0.34000733,-0.6889739,0.3341685,-0.5165645,0.08973717,-0.7169581,0.19278273,-0.876175,0.1924331,-0.621811,0.19855678,-0.40298742,-0.08601002,-0.67080873,0.023009518,-0.74898285,0.035574984,-0.4809138,0.039751884,-0.28003678,-0.28074324,-0.6164907,-0.16395727,-0.684898,-0.12564015,-0.47605255,-0.102280736,-0.3216615,A
0.0,0.0,0.30855855,-0.13866477,0.5496116,-0.44436428,0.6078152,-0.7425697,0.61708736,-1.0,0.39409897,-0.77051634,0.40988892,-0.9817679,0.34550604,-0.7394163,0.31204692,-0.51609105,0.17664847,-0.7495337,0.18934582,-0.9431773,0.14803807,-0.666621,0.14529705,-0.42737526,-0.023656275,-0.69885415,-0.0134796435,-0.83406776,-0.01478333,-0.5531408,0.005311445,-0.340493,-0.21232896,-0.62313867,-0.18676712,-0.7434697,-0.16590196,-0.5141738,-0.13971224,-0.33988747,A
0.0,0.0,0.30675805,-0.14398348,0.5445332,-0.4425776,0.59975576,-0.7404892,0.59999293,-1.0,0.38720986,-0.7610084,0.4149606,-0.96082103,0.35787204,-0.72820264,0.3245238,-0.5144742,0.17619886,-0.746428,0.20148082,-0.93006593,0.16138053,-0.6482835,0.15513815,-0.41697967,-0.024320181,-0.6970079,-0.013819171,-0.8218177,-0.016275784,-0.531842,0.004102674,-0.32626,-0.21908401,-0.6206198,-0.19691992,-0.70764935,-0.17292474,-0.47910678,-0.13730547,-0.3205184,A
0.0,0.0,0.3057973,-0.13434663,0.5548184,-0.43613428,0.6197114,-0.7348855,0.6243122,-1.0,0.3930248,-0.74266124,0.42140222,-0.96403635,0.3589937,-0.73599976,0.32132444,-0.5238508,0.18500482,-0.72791564,0.19793564,-0.9266723,0.15827784,-0.6318402,0.15843707,-0.40109348,-0.017039137,-0.67841893,-0.016869335,-0.8265832,-0.016470358,-0.52141684,0.009821779,-0.31607294,-0.21896537,-0.60447806,-0.2073172,-0.7189405,-0.17740539,-0.48412332,-0.13537976,-0.32568625,A
0.0,0.0,0.2878559,-0.14152014,0.5161997,-0.4426279,0.57815236,-0.7391891,0.5840614,-1.0,0.3702062,-0.7350993,0.38697612,-0.9622138,0.32714918,-0.73706275,0.29706794,-0.5237084,0.16443747,-0.7216681,0.17273031,-0.92261153,0.12850037,-0.63124543,0.12706831,-0.40013668,-0.035336643,-0.67347884,-0.040116906,-0.8342081,-0.04433278,-0.5291419,-0.01896614,-0.32068434,-0.23517062,-0.59945244,-0.22925238,-0.71212053,-0.19770306,-0.4838688,-0.15341155,-0.3278299,A
0.0,0.0,0.29733968,-0.14525597,0.52893096,-0.4444444,0.59356344,-0.73911005,0.5949808,-1.0,0.3705541,-0.7434876,0.38731205,-0.96783453,0.33500776,-0.74374837,0.31015113,-0.52662796,0.16394101,-0.7295556,0.17271307,-0.92768246,0.13876864,-0.6365135,0.14403346,-0.40649432,-0.035213564,-0.679626,-0.033588797,-0.83214104,-0.03124696,-0.5260217,-0.004426658,-0.31994963,-0.23249897,-0.60087883,-0.2200501,-0.72108424,-0.18512565,-0.4877734,-0.14270702,-0.32845545,A
0.0,0.0,0.29601714,-0.14803058,0.5234716,-0.44853756,0.57966727,-0.7441596,0.5805319,-1.0,0.36778134,-0.7418739,0.37903985,-0.96574414,0.32720897,-0.7443354,0.30424714,-0.5321376,0.16140878,-0.7243489,0.17557913,-0.92487437,0.14020771,-0.63858134,0.1425219,-0.410277,-0.035786603,-0.67118424,-0.02949634,-0.8253813,-0.027490087,-0.5239739,-0.003421453,-0.31944153,-0.23135006,-0.58945715,-0.2111562,-0.7247041,-0.17975901,-0.49503064,-0.14446731,-0.33358628,A
0.0,0.0,0.29685953,-0.1526639,0.52527106,-0.45135948,0.5775452,-0.74591386,0.57679194,-1.0,0.37385452,-0.73463964,0.38357455,-0.9615028,0.33228195,-0.7446482,0.30996925,-0.53626,0.16838978,-0.7166145,0.18101467,-0.9221615,0.14575762,-0.6397364,0.14800708,-0.4143482,-0.026678512,-0.66467,-0.018828493,-0.82515293,-0.020983014,-0.5270925,-0.0003236448,-0.32399338,-0.21793921,-0.58335865,-0.19495031,-0.7314147,-0.17145476,-0.5059628,-0.14466897,-0.34416884,A
0.0,0.0,0.29873592,-0.14689119,0.53336674,-0.4426811,0.60057837,-0.7391929,0.6053238,-1.0,0.39358306,-0.7321563,0.4038588,-0.96838,0.3423566,-0.75000757,0.31458923,-0.5394472,0.1853453,-0.71900266,0.18727277,-0.93210393,0.15309094,-0.6481513,0.1599689,-0.42386487,-0.010665794,-0.6709971,-0.014276219,-0.8368793,-0.015393373,-0.54276204,0.009525187,-0.3429703,-0.2009214,-0.59403765,-0.18763112,-0.7366437,-0.16494882,-0.5152403,-0.13348548,-0.35709363,A
0.0,0.0,0.30057088,-0.15070435,0.54293865,-0.4424431,0.6209282,-0.7337109,0.63213664,-1.0,0.3976762,-0.7360456,0.41617036,-0.96772945,0.35546657,-0.7530224,0.32435897,-0.54436433,0.19438279,-0.72213244,0.20063624,-0.9301047,0.16819003,-0.6498663,0.1723851,-0.4272774,-0.0036203824,-0.67277247,-0.003692904,-0.8426815,-0.003217478,-0.5491485,0.020353386,-0.34575745,-0.20030983,-0.59480673,-0.18700142,-0.72665817,-0.15563403,-0.508228,-0.1195732,-0.3507875,A
0.0,0.0,0.29785883,-0.14635034,0.5468486,-0.43638733,0.6205943,-0.73190314,0.62683815,-1.0,0.40399265,-0.7413734,0.42088312,-0.9707458,0.35363367,-0.75554603,0.31906334,-0.53988063,0.1992641,-0.7287882,0.20342265,-0.9369313,0.16282064,-0.6599937,0.16397028,-0.42976287,0.0021771847,-0.6815581,-0.005633142,-0.841839,-0.009779282,-0.54889715,0.014746197,-0.3418695,-0.192634,-0.60643744,-0.18169154,-0.73236513,-0.157352,-0.5096707,-0.120133415,-0.3481729,A
0.0,0.0,0.30068043,-0.22657818,0.45663235,-0.5198734,0.4908406,-0.7874538,0.48218465,-1.0,0.3111177,-0.7228028,0.36184573,-0.8620314,0.34968808,-0.65023094,0.33041775,-0.47856674,0.11715016,-0.7149502,0.1983432,-0.8500119,0.19625622,-0.58561474,0.20064333,-0.3670045,-0.05924856,-0.6800484,0.03554506,-0.7319272,0.051081043,-0.47002497,0.060239725,-0.2784017,-0.25561926,-0.63967603,-0.14255853,-0.6710483,-0.1096574,-0.46110034,-0.08137816,-0.3258744,A
0.0,0.0,0.3262412,-0.18583366,0.57569367,-0.4687905,0.65672344,-0.7505441,0.6535676,-1.0,0.42344928,-0.7543847,0.41374886,-0.9897292,0.35041514,-0.7828644,0.3228139,-0.5793763,0.21487981,-0.74186903,0.20248789,-0.94259685,0.16398844,-0.6618805,0.16602927,-0.4460543,0.021113615,-0.69240284,0.0066154012,-0.8405831,0.004312027,-0.558416,0.026233176,-0.3698837,-0.16329128,-0.61286664,-0.16223103,-0.7553579,-0.14969406,-0.54011977,-0.12513158,-0.3879042,A
0.0,0.0,0.29842177,-0.15027452,0.5380719,-0.4319558,0.62283593,-0.7289318,0.6487195,-1.0,0.4349145,-0.7509877,0.4427731,-0.9866615,0.36009803,-0.7765752,0.32056725,-0.5603587,0.2220431,-0.74100506,0.2110565,-0.9543328,0.15885411,-0.6675882,0.16188544,-0.438281,0.019066349,-0.695385,0.0019352856,-0.8531685,-0.010948212,-0.5520447,0.014013221,-0.34728917,-0.18254177,-0.62202257,-0.18058467,-0.73837686,-0.1580085,-0.51073855,-0.11574657,-0.35442454,A
0.0,0.0,0.29946312,-0.15200853,0.5610413,-0.43829638,0.6427806,-0.7336622,0.6531909,-1.0,0.41493756,-0.74084044,0.43825492,-0.97768086,0.3640088,-0.75918114,0.325711,-0.55113614,0.20910542,-0.72960335,0.21074131,-0.9440294,0.16298126,-0.6562881,0.16347253,-0.43191168,0.01217929,-0.68604964,0.0025664996,-0.86242145,-0.009340263,-0.56145436,0.011341344,-0.35472384,-0.1847908,-0.61644363,-0.17982441,-0.7460959,-0.157155,-0.52728784,-0.120767705,-0.37170526,A
