video_id,file_name,file_path,file_size_mb,gloss_raw,gloss_normalized,possible_region_or_dialect,possible_signer_id,num_frames,fps,width,height,fast_md5,status,dialect,recording_group,split
148,D0109T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0109T.mp4,0.493,không quen,không quen,T (Miền Trung / Central),unknown,91,29.97,1280,720,5a3d6f805b0073f6ff2d5ee13d1dcbf6,VALID,T,RG01676,train
172,D0129B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0129B.mp4,0.53,không đẹp,không đẹp,B (Miền Bắc / North),unknown,108,29.97,1280,720,e4d54183297d83da799123876b72845d,VALID,B,RG01679,train
254,D0189N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0189N.mp4,0.347,muốn không?,muốn không?,N (Miền Nam / South),unknown,80,29.97,1280,720,aad51bf8e5e9c036aa2939129873fa7a,VALID,N,RG01933,train
255,D0189T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0189T.mp4,0.349,muốn không?,muốn không?,T (Miền Trung / Central),unknown,80,29.97,1280,720,e66a0ac6a1fe9151d68ed23af622ad72,VALID,T,RG01933,train
2425,W02243.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02243.mp4,0.593,môn Kĩ thuật,môn kĩ thuật,Neutral / Unspecified,unknown,103,29.97,1280,720,ed26a547206b2c258c2549487e795e43,VALID,Other,RG01998,train
2427,W02243N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02243N.mp4,0.568,môn Kĩ thuật,môn kĩ thuật,N (Miền Nam / South),unknown,103,29.97,1280,720,2f0a9870ec417a89d4812f278ba1f41f,VALID,N,RG01998,train
2428,W02243T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02243T.mp4,0.563,môn Kĩ thuật,môn kĩ thuật,T (Miền Trung / Central),unknown,103,29.97,1280,720,2d9933d9e4ec83c84f900c83c0066a70,VALID,T,RG01998,train
80,D0054B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0054B.mp4,0.684,ngày của Mẹ,ngày của mẹ,B (Miền Bắc / North),unknown,137,29.97,1280,720,cb792f2ae9e632baffe7696c03476435,VALID,B,RG02177,train
82,D0054T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0054T.mp4,0.687,ngày của Mẹ,ngày của mẹ,T (Miền Trung / Central),unknown,137,29.97,1280,720,ba3e883cbfa2db52cddc4dba6f6256da,VALID,T,RG02177,train
165,D0123N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0123N.mp4,0.318,nên không?,nên không?,N (Miền Nam / South),unknown,67,29.97,1280,720,df50b2b3e141175ed88c209965776b76,VALID,N,RG02358,train
166,D0123T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0123T.mp4,0.319,nên không?,nên không?,T (Miền Trung / Central),unknown,67,29.97,1280,720,d4677c844e9535c5544a7a184f37fc6d,VALID,T,RG02358,train
2786,W02716B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02716B.mp4,0.623,phương tiện giao thông,phương tiện giao thông,B (Miền Bắc / North),unknown,100,29.97,1280,720,ee106c88332ac35ab9059649a470b5cf,VALID,B,RG02490,train
2788,W02716T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02716T.mp4,0.569,phương tiện giao thông,phương tiện giao thông,T (Miền Trung / Central),unknown,100,29.97,1280,720,76f28a2361ab373aceb246f6bd173e10,VALID,T,RG02490,train
160,D0120N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0120N.mp4,0.425,phải không?,phải không?,N (Miền Nam / South),unknown,113,29.97,1280,720,93e09d616a94c5c53a6158cb599dcd03,VALID,N,RG02494,train
3104,W03175B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03175B.mp4,0.567,thành lập,thành lập,B (Miền Bắc / North),unknown,123,29.97,1280,720,0ffdd31b35c56eaee53a46007b288253,VALID,B,RG02895,train
3106,W03175T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03175T.mp4,0.572,thành lập,thành lập,T (Miền Trung / Central),unknown,123,29.97,1280,720,4bf60afc561b8ceb4c28f5b14645a558,VALID,T,RG02895,train
4272,W03288B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03288B.mp4,0.465,thông minh,thông minh,B (Miền Bắc / North),unknown,88,29.97,1280,720,5e9a1885c6a43d1bef6e307a83b7f08b,VALID,B,RG02937,train
3176,W03292N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03292N.mp4,0.316,thông tin,thông tin,N (Miền Nam / South),unknown,70,29.97,1280,720,d5c5e5b5f1b5812ce15f9b634f2a3d2e,VALID,N,RG02942,train
3177,W03292T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03292T.mp4,0.314,thông tin,thông tin,T (Miền Trung / Central),unknown,70,29.97,1280,720,60ace4beed0b190d311aace6772199e3,VALID,T,RG02942,train
3238,W03373N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03373N.mp4,0.346,thương yêu,thương yêu,N (Miền Nam / South),unknown,80,29.97,1280,720,c306ae291d6cb45e05a49718e928a819,VALID,N,RG02959,train
3237,W03373B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03373B.mp4,0.731,thương yêu,thương yêu,B (Miền Bắc / North),unknown,127,29.97,1280,720,94c574ea797c9193cd45559143878f9c,VALID,B,RG02958,train
3239,W03373T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03373T.mp4,0.728,thương yêu,thương yêu,T (Miền Trung / Central),unknown,127,29.97,1280,720,9fec3ad30244a25ab81993d9f78793f6,VALID,T,RG02958,train
3741,D0156N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0156N.mp4,0.725,thường xuyên,thường xuyên,N (Miền Nam / South),unknown,139,29.97,1280,720,5a710ab8ead5fed2656aafaf6d869884,VALID,N,RG02964,train
209,D0156T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0156T.mp4,0.726,thường xuyên,thường xuyên,T (Miền Trung / Central),unknown,139,29.97,1280,720,202f2c7e8dbed22bedaf4462cd3e3dbf,VALID,T,RG02964,train
3193,W03320T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03320T.mp4,0.549,thủ công,thủ công,T (Miền Trung / Central),unknown,114,29.97,1280,720,9d630fab71de222e1f331df4fa50131c,VALID,T,RG03012,train
3377,W03620B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03620B.mp4,0.715,trông chờ,trông chờ,B (Miền Bắc / North),unknown,132,29.97,1280,720,8a6a19096023c77657871f351289a51b,VALID,B,RG03111,train
3381,W03622B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03622B.mp4,0.695,trông nom,trông nom,B (Miền Bắc / North),unknown,133,29.97,1280,720,8999a043d5f8c84afcd2dd23e640136f,VALID,B,RG03115,train
3464,W03732.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W03732.mp4,0.694,tưởng tượng,tưởng tượng,Neutral / Unspecified,unknown,148,29.97,1280,720,d3ed9c4fa0598aa45d1ed848d2844f72,VALID,Other,RG03272,train
689,W00035N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00035N.mp4,0.823,áo phông,áo phông,N (Miền Nam / South),unknown,161,29.97,1280,720,e9cb2ec44d6c2b1b6a0e381bdd7f7cb3,VALID,N,RG03601,train
196,D0151B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0151B.mp4,0.554,ông bà,ông bà,B (Miền Bắc / North),unknown,113,29.97,1280,720,fb923b3de44fdf33fcfe227ad37bd97f,VALID,B,RG03628,train
198,D0151T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0151T.mp4,0.552,ông bà,ông bà,T (Miền Trung / Central),unknown,113,29.97,1280,720,6614490dd01bab4fcd2ef7374af79b22,VALID,T,RG03628,train
2687,W02575B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02575B.mp4,0.556,ông ngoại,ông ngoại,B (Miền Bắc / North),unknown,109,29.97,1280,720,9733be139617628fb4e32c23cefa5a78,VALID,B,RG03631,train
2688,W02575T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02575T.mp4,0.512,ông ngoại,ông ngoại,T (Miền Trung / Central),unknown,109,29.97,1280,720,27fa7858033e436ed5db19b4b4cf05ec,VALID,T,RG03631,train
2690,W02576N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W02576N.mp4,0.353,ông nội,ông nội,N (Miền Nam / South),unknown,84,29.97,1280,720,bc0d3be4e56a23f63707b88f3a5a3d56,VALID,N,RG03634,train
1642,W01154N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W01154N.mp4,0.577,đèn báo giao thông,đèn báo giao thông,N (Miền Nam / South),unknown,109,29.97,1280,720,636fac3c638abf51b7589a60ca0a0938,VALID,N,RG03742,train
1643,W01154T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W01154T.mp4,0.571,đèn báo giao thông,đèn báo giao thông,T (Miền Trung / Central),unknown,109,29.97,1280,720,19caf148c82346f12911cc21c91572ad,VALID,T,RG03742,train
158,D0119T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0119T.mp4,0.379,đúng không?,đúng không?,T (Miền Trung / Central),unknown,88,29.97,1280,720,ea394f8c3ead5279417dd4db5418e3b5,VALID,T,RG03780,train
1612,W01122.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W01122.mp4,1.799,đặc biệt,đặc biệt,Neutral / Unspecified,unknown,316,29.97,1280,720,780d4c989b55f6a368fb70da77cdc71f,VALID,Other,RG03840,train
264,D0195N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0195N.mp4,0.491,đẹp không?,đẹp không?,N (Miền Nam / South),unknown,107,29.97,1280,720,109362c93d97e34c3e8395fa5152e374,VALID,N,RG03846,train
169,D0128B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0128B.mp4,0.465,đẹp không? (người),đẹp không? (người),B (Miền Bắc / North),unknown,94,29.97,1280,720,29bba396bd33b9f56d24a426107cb82f,VALID,B,RG03847,train
171,D0128T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0128T.mp4,0.467,đẹp không? (người),đẹp không? (người),T (Miền Trung / Central),unknown,94,29.97,1280,720,7677c226d387c854a27d8dfd153967af,VALID,T,RG03847,train
