video_id,file_name,file_path,file_size_mb,gloss_raw,gloss_normalized,possible_region_or_dialect,possible_signer_id,num_frames,fps,width,height,fast_md5,status,dialect,recording_group,split
770,W00129N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00129N.mp4,0.686,bánh cuốn,bánh cuốn,N (Miền Nam / South),unknown,143,29.97,1280,720,9bec5fec8b34c6e3e89c625259ddef13,VALID,N,RG00265,train
771,W00129T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00129T.mp4,0.693,bánh cuốn,bánh cuốn,T (Miền Trung / Central),unknown,143,29.97,1280,720,a1645c0ef7dff082f98de5f1d3753f89,VALID,T,RG00265,train
778,W00137B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00137B.mp4,0.734,bánh mì,bánh mì,B (Miền Bắc / North),unknown,143,29.97,1280,720,dc41a62a02a5926ba02eca3c0e812175,VALID,B,RG00272,train
796,W00160B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00160B.mp4,0.745,báo (con báo),báo (con báo),B (Miền Bắc / North),unknown,118,29.97,1280,720,7e64459694b51a8bda79da07074acd47,VALID,B,RG00281,train
844,W00220N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00220N.mp4,0.51,bé trai,bé trai,N (Miền Nam / South),unknown,117,29.97,1280,720,97a258a69f2f93b8c74f1c31cff7783e,VALID,N,RG00297,train
869,W00255B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00255B.mp4,0.633,bìa vở,bìa vở,B (Miền Bắc / North),unknown,137,29.97,1280,720,1496f96e1648ecdd5f68770e28fd030e,VALID,B,RG00309,train
881,W00274N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00274N.mp4,0.713,bình an,bình an,N (Miền Nam / South),unknown,141,29.97,1280,720,51a97f5f6d1afb9865584196473724d0,VALID,N,RG00313,train
3868,W00286N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00286N.mp4,0.467,bình thường,bình thường,N (Miền Nam / South),unknown,118,29.97,1280,720,84169f9674af86889029d9fe5614d8d6,VALID,N,RG00318,train
889,W00286T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00286T.mp4,0.466,bình thường,bình thường,T (Miền Trung / Central),unknown,118,29.97,1280,720,e6cf138bbc9ee6ebe03460fc4da335f0,VALID,T,RG00318,train
3716,D0077B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0077B.mp4,0.604,bít tết (bò),bít tết (bò),B (Miền Bắc / North),unknown,118,29.97,1280,720,889692641153198e7b792ffef3b35bdc,VALID,B,RG00322,train
903,W00304N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00304N.mp4,0.826,bón phân,bón phân,N (Miền Nam / South),unknown,144,29.97,1280,720,87f72008da4200724c04b302ab337630,VALID,N,RG00332,train
904,W00304T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00304T.mp4,0.828,bón phân,bón phân,T (Miền Trung / Central),unknown,144,29.97,1280,720,55a477e834e50767f7b9cc2c10c5a106,VALID,T,RG00332,train
931,W00336B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00336B.mp4,0.648,bông hoa,bông hoa,B (Miền Bắc / North),unknown,152,29.97,1280,720,2acfe6325b7f2ea9f7d2de2e1a110bb8,VALID,B,RG00334,train
986,W00383N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00383N.mp4,0.666,bút màu,bút màu,N (Miền Nam / South),unknown,144,29.97,1280,720,cd0e2a4069692b0126691cccb9912cde,VALID,N,RG00348,train
745,W00110N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00110N.mp4,0.454,bạn,bạn,N (Miền Nam / South),unknown,100,29.97,1280,720,d2d7e88b534b6579ff4787ccdeaaeee4,VALID,N,RG00366,train
3834,W00110T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00110T.mp4,0.431,bạn,bạn,T (Miền Trung / Central),unknown,100,29.97,1280,720,69f5df7ff1f4a2e78bee020d21235e7f,VALID,T,RG00366,train
747,W00111N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00111N.mp4,0.911,bạn gái,bạn gái,N (Miền Nam / South),unknown,175,29.97,1280,720,9d6d0cae670cf00f12ff7a9288616490,VALID,N,RG00368,train
748,W00111T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00111T.mp4,0.908,bạn gái,bạn gái,T (Miền Trung / Central),unknown,175,29.97,1280,720,644b18c4c75633b96f27784cd965cfc7,VALID,T,RG00368,train
749,W00112B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00112B.mp4,0.76,bạn trai,bạn trai,B (Miền Bắc / North),unknown,133,29.97,1280,720,f310b29c29ef7f63294083a1f862a154,VALID,B,RG00369,train
730,W00099B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00099B.mp4,0.828,bản đồ Việt Nam,bản đồ việt nam,B (Miền Bắc / North),unknown,156,29.97,1280,720,473058a702e6b23e99bb7343ff050ede,VALID,B,RG00380,train
754,W00119B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00119B.mp4,0.928,bảng cộng,bảng cộng,B (Miền Bắc / North),unknown,172,29.97,1280,720,4f3443725d18011aa46d7b1c5c72ab2f,VALID,B,RG00385,train
755,W00119T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00119T.mp4,0.968,bảng cộng,bảng cộng,T (Miền Trung / Central),unknown,172,29.97,1280,720,ffd66e728f64c8be7959bc82c40d579e,VALID,T,RG00385,train
762,W00124B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00124B.mp4,0.859,bảng nhân,bảng nhân,B (Miền Bắc / North),unknown,157,29.97,1280,720,decdf5acad47f6d3eeb60a23955c7fd4,VALID,B,RG00390,train
764,W00124T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00124T.mp4,0.857,bảng nhân,bảng nhân,T (Miền Trung / Central),unknown,157,29.97,1280,720,fd28cbb607a9d172ce8abc28a1c3164e,VALID,T,RG00390,train
3839,W00126N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00126N.mp4,0.653,bảng trừ,bảng trừ,N (Miền Nam / South),unknown,125,29.97,1280,720,119f705ea8ab3e4e621b43d203c5f906,VALID,N,RG00393,train
757,W00121B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00121B.mp4,0.89,bảng đen,bảng đen,B (Miền Bắc / North),unknown,155,29.97,1280,720,4608f8975cd85a832210666effbaea73,VALID,B,RG00394,train
759,W00121T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00121T.mp4,0.885,bảng đen,bảng đen,T (Miền Trung / Central),unknown,155,29.97,1280,720,cc48cc01565e17635f209f926dd27fb8,VALID,T,RG00394,train
793,W00159B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00159B.mp4,0.829,bảo vệ môi trường,bảo vệ môi trường,B (Miền Bắc / North),unknown,153,29.97,1280,720,bc4a4b817cd6d2a9003b4243d9ab1b52,VALID,B,RG00399,train
836,W00214B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00214B.mp4,0.359,bẫy chuột (hành động),bẫy chuột (hành động),B (Miền Bắc / North),unknown,78,29.97,1280,720,0cd3ba4660106c0e2d16b99f72d5f77f,VALID,B,RG00408,train
813,W00186N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00186N.mp4,0.772,bắn bi,bắn bi,N (Miền Nam / South),unknown,128,29.97,1280,720,d12ae7bfcdc1c05709e845a0173ca6d2,VALID,N,RG00417,train
814,W00186T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00186T.mp4,0.773,bắn bi,bắn bi,T (Miền Trung / Central),unknown,128,29.97,1280,720,2dfdc2ea5f16d17323657097808fa3a1,VALID,T,RG00417,train
822,W00196N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00196N.mp4,0.443,bắp ngô,bắp ngô,N (Miền Nam / South),unknown,101,29.97,1280,720,7ece0509e3effc3064ad188d18281cda,VALID,N,RG00421,train
823,W00196T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00196T.mp4,0.443,bắp ngô,bắp ngô,T (Miền Trung / Central),unknown,101,29.97,1280,720,8e7050c90d8f012afefb2acbf31b7c30,VALID,T,RG00421,train
3858,W00216N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00216N.mp4,0.678,bẻ ngô,bẻ ngô,N (Miền Nam / South),unknown,125,29.97,1280,720,7e14b474b35426b27f4fb2da848aca96,VALID,N,RG00433,train
840,W00216T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00216T.mp4,0.711,bẻ ngô,bẻ ngô,T (Miền Trung / Central),unknown,125,29.97,1280,720,4a685e2681dd64da58914c9cff4b58c0,VALID,T,RG00433,train
918,W00326N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00326N.mp4,0.377,bố dượng,bố dượng,N (Miền Nam / South),unknown,71,29.97,1280,720,002caadf7174acbbcc101a9bf8b1b23d,VALID,N,RG00460,train
919,W00326T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00326T.mp4,0.374,bố dượng,bố dượng,T (Miền Trung / Central),unknown,71,29.97,1280,720,311b61484dcc020a8ccf547f552ed34a,VALID,T,RG00460,train
934,W00337B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00337B.mp4,0.895,bốt cảnh sát,bốt cảnh sát,B (Miền Bắc / North),unknown,148,29.97,1280,720,3ad0b7e7fb4b322a331f526bf07e699e,VALID,B,RG00468,train
937,W00338N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00338N.mp4,0.89,bốt điện,bốt điện,N (Miền Nam / South),unknown,159,29.97,1280,720,7ae7d9495a2180905c814085e5d80a05,VALID,N,RG00471,train
938,W00338T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00338T.mp4,0.881,bốt điện,bốt điện,T (Miền Trung / Central),unknown,159,29.97,1280,720,adacb0bbb2ba8cd86e7bc28a76dd55d1,VALID,T,RG00471,train
922,W00328N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00328N.mp4,0.678,bộ đội,bộ đội,N (Miền Nam / South),unknown,135,29.97,1280,720,e939486775da2867c2b115841f3256b4,VALID,N,RG00483,train
941,W00341N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00341N.mp4,0.652,bột màu,bột màu,N (Miền Nam / South),unknown,130,29.97,1280,720,b9a32057ca603cf4a264ee32a1c6000a,VALID,N,RG00487,train
942,W00341T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00341T.mp4,0.676,bột màu,bột màu,T (Miền Trung / Central),unknown,130,29.97,1280,720,9c68df90cc13781726849bc04f39ac44,VALID,T,RG00487,train
959,W00359B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00359B.mp4,0.52,bụi phấn,bụi phấn,B (Miền Bắc / North),unknown,119,29.97,1280,720,7ba3afa3e0b9dada52f7c5756cf79a05,VALID,B,RG00495,train
961,W00359T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00359T.mp4,0.516,bụi phấn,bụi phấn,T (Miền Trung / Central),unknown,119,29.97,1280,720,646794c7d83e528f2261487007fe6455,VALID,T,RG00495,train
990,W00386B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00386B.mp4,1.071,bức tranh,bức tranh,B (Miền Bắc / North),unknown,178,29.97,1280,720,6eb9098346933542ca13099004c7855d,VALID,B,RG00500,train
992,W00386T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00386T.mp4,1.066,bức tranh,bức tranh,T (Miền Trung / Central),unknown,178,29.97,1280,720,201212133027e699219ba508244682fc,VALID,T,RG00500,train
1011,W00407B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00407B.mp4,0.535,Cam-pu-chia (nước Cam-pu-chia),cam-pu-chia (nước cam-pu-chia),B (Miền Bắc / North),unknown,117,29.97,1280,720,83a4e5f9997216e954e8d92a83fae139,VALID,B,RG00063,train
1013,W00407T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00407T.mp4,0.534,Cam-pu-chia (nước Cam-pu-chia),cam-pu-chia (nước cam-pu-chia),T (Miền Trung / Central),unknown,117,29.97,1280,720,1931cb0d3f58491512ed524e8bb7cdb2,VALID,T,RG00063,train
1156,W00575B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00575B.mp4,0.335,chia,chia,B (Miền Bắc / North),unknown,82,29.97,1280,720,306110deffc2a974f66fab3c6ac10703,VALID,B,RG00531,train
329,D0250N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0250N.mp4,0.39,chia ba,chia ba,N (Miền Nam / South),unknown,104,29.97,1280,720,3f4a447c9795d742f0491ab1566bc4b5,VALID,N,RG00534,train
326,D0249N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0249N.mp4,0.37,chia đôi,chia đôi,N (Miền Nam / South),unknown,100,29.97,1280,720,c6d8127d8de4b111c533b1f84383966d,VALID,N,RG00542,train
1166,W00584N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00584N.mp4,0.659,chiếc gối,chiếc gối,N (Miền Nam / South),unknown,105,29.97,1280,720,706a09a01958f602a305cd39aff1961d,VALID,N,RG00559,train
1261,W00691N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00691N.mp4,0.603,chuyên gia,chuyên gia,N (Miền Nam / South),unknown,92,29.97,1280,720,1293acabaac3ac2f69a04821bbe1d941,VALID,N,RG00580,train
1262,W00691T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00691T.mp4,0.602,chuyên gia,chuyên gia,T (Miền Trung / Central),unknown,92,29.97,1280,720,31676bccc71ebd7100a94ed681724c93,VALID,T,RG00580,train
1231,W00662B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00662B.mp4,0.428,chuẩn bị,chuẩn bị,B (Miền Bắc / North),unknown,84,29.97,1280,720,27afeaa5b9f179056cc7566d37505163,VALID,B,RG00595,train
1092,W00495B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00495B.mp4,0.558,cháu gái,cháu gái,B (Miền Bắc / North),unknown,105,29.97,1280,720,757e49950770094a1d79de49f0e270c2,VALID,B,RG00607,train
203,D0154B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\D0154B.mp4,0.604,cháu họ,cháu họ,B (Miền Bắc / North),unknown,122,29.97,1280,720,aba180cc6270e4782989196a28b71aea,VALID,B,RG00609,train
3906,W00496N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00496N.mp4,0.652,cháu ngoại,cháu ngoại,N (Miền Nam / South),unknown,109,29.97,1280,720,eb1c299bb25c10fcc8e18bd5a5c3c577,VALID,N,RG00613,train
1096,W00497B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00497B.mp4,0.5,cháu nội,cháu nội,B (Miền Bắc / North),unknown,113,29.97,1280,720,36b9cfb0f241b271018f7a45516be1e4,VALID,B,RG00615,train
1120,W00516T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00516T.mp4,0.702,châm cứu,châm cứu,T (Miền Trung / Central),unknown,145,29.97,1280,720,5d046b8c1070ad8ecea8e60ea5f5b1d6,VALID,T,RG00624,train
1193,W00620B.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00620B.mp4,0.405,chính xác,chính xác,B (Miền Bắc / North),unknown,85,29.97,1280,720,d07095d0726b16cced05fbae7eac0eaf,VALID,B,RG00640,train
1228,W00655T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00655T.mp4,0.813,chùa,chùa,T (Miền Trung / Central),unknown,152,29.97,1280,720,af2ec5094495c22a44f9dfb07ab6caeb,VALID,T,RG00648,train
3933,W00663N.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00663N.mp4,0.523,chúc mừng,chúc mừng,N (Miền Nam / South),unknown,84,29.97,1280,720,2ad9625ccc9d42fc35453e1ab8eb11c9,VALID,N,RG00662,train
3934,W00663T.mp4,C:\Users\Admin\Python Advanced\Deep Learning - CV\Project\data\Dataset\Videos\W00663T.mp4,0.523,chúc mừng,chúc mừng,T (Miền Trung / Central),unknown,84,29.97,1280,720,eb1d2fe9e03fd0f5deb30d6b6b77e50f,VALID,T,RG00662,train
